
time,ActualTempMax,ActualTempmMin,FeltTempMax,FeltTempMin,sunrise(iso8601),sunset(iso8601),precipitation_sum(inch),rain_sum(inch),snowfall_sum(cm),precipitation_hours(h),windspeed_10m_max(mp/h),windgusts_10m_max(mp/h)
2016-07-19,84.9,67.5,86.5,69.5,2016-07-19T05:14,2016-07-19T19:57,0.000,0.000,0.00,0.0,9.1,20.4
2016-07-20,86.3,62.3,89.3,63.9,2016-07-20T05:15,2016-07-20T19:56,0.000,0.000,0.00,0.0,6.1,13.4
2016-07-21,88.8,66.2,92.8,65.6,2016-07-21T05:16,2016-07-21T19:55,0.000,0.000,0.00,0.0,9.1,21.5
2016-07-22,84.2,70.6,91.2,73.6,2016-07-22T05:17,2016-07-22T19:54,0.290,0.290,0.00,4.0,8.4,22.6
2016-07-23,89.7,71.8,98.9,78.1,2016-07-23T05:18,2016-07-23T19:54,0.010,0.010,0.00,1.0,6.7,16.1
2016-07-24,86.2,73.6,91.7,78.6,2016-07-24T05:18,2016-07-24T19:53,0.110,0.110,0.00,2.0,9.2,21.7
2016-07-25,88.5,75.7,96.8,81.4,2016-07-25T05:19,2016-07-25T19:52,0.180,0.180,0.00,5.0,10.2,25.3
2016-07-26,85.2,70.1,90.8,72.2,2016-07-26T05:20,2016-07-26T19:51,0.000,0.000,0.00,0.0,5.4,13.2
2016-07-27,88.7,67.2,94.6,68.1,2016-07-27T05:21,2016-07-27T19:50,0.040,0.040,0.00,4.0,4.9,10.7
2016-07-28,78.5,69.3,84.7,75.1,2016-07-28T05:22,2016-07-28T19:49,0.340,0.340,0.00,11.0,4.8,12.8
2016-07-29,81.6,65.9,90.6,70.9,2016-07-29T05:23,2016-07-29T19:48,0.370,0.370,0.00,9.0,3.6,12.5
2016-07-30,82.3,68.5,89.7,73.5,2016-07-30T05:24,2016-07-30T19:47,0.680,0.680,0.00,15.0,6.4,15.7
2016-07-31,84.3,67.2,89.7,71.8,2016-07-31T05:25,2016-07-31T19:46,0.150,0.150,0.00,4.0,5.4,15.4
2016-08-01,84.3,66.6,89.3,71.0,2016-08-01T05:26,2016-08-01T19:45,0.000,0.000,0.00,0.0,5.5,11.9
2016-08-02,88.2,68.1,92.8,71.0,2016-08-02T05:27,2016-08-02T19:44,0.000,0.000,0.00,0.0,6.3,13.2
2016-08-03,88.7,68.4,93.8,70.1,2016-08-03T05:28,2016-08-03T19:43,0.000,0.000,0.00,0.0,5.2,11.2
2016-08-04,84.5,70.6,92.2,76.1,2016-08-04T05:29,2016-08-04T19:41,0.010,0.010,0.00,2.0,6.7,20.8
2016-08-05,87.5,71.1,92.6,75.9,2016-08-05T05:30,2016-08-05T19:40,0.020,0.020,0.00,4.0,8.4,20.1
2016-08-06,81.4,66.9,82.7,67.5,2016-08-06T05:31,2016-08-06T19:39,0.050,0.050,0.00,4.0,8.1,17.7
2016-08-07,84.1,62.7,86.6,64.2,2016-08-07T05:32,2016-08-07T19:38,0.000,0.000,0.00,0.0,9.2,15.9
2016-08-08,84.5,64.7,85.3,63.6,2016-08-08T05:33,2016-08-08T19:37,0.020,0.020,0.00,3.0,7.3,17.0
2016-08-09,87.1,67.2,92.7,69.6,2016-08-09T05:34,2016-08-09T19:35,0.340,0.340,0.00,7.0,6.7,21.9
2016-08-10,82.6,73.5,89.3,79.6,2016-08-10T05:35,2016-08-10T19:34,1.270,1.270,0.00,20.0,6.7,15.9
2016-08-11,87.6,72.8,94.6,79.8,2016-08-11T05:35,2016-08-11T19:33,0.160,0.160,0.00,7.0,8.3,19.5
2016-08-12,87.2,75.8,94.2,82.5,2016-08-12T05:36,2016-08-12T19:31,0.180,0.180,0.00,4.0,9.7,25.3
2016-08-13,88.2,74.4,93.2,79.6,2016-08-13T05:37,2016-08-13T19:30,0.400,0.400,0.00,14.0,15.2,37.6
2016-08-14,75.2,71.4,81.5,77.4,2016-08-14T05:38,2016-08-14T19:29,0.620,0.620,0.00,14.0,8.9,20.4
2016-08-15,79.8,70.0,86.5,75.9,2016-08-15T05:39,2016-08-15T19:27,0.160,0.160,0.00,12.0,8.5,15.7
2016-08-16,81.6,71.0,84.3,74.9,2016-08-16T05:40,2016-08-16T19:26,0.450,0.450,0.00,12.0,16.7,39.4
2016-08-17,78.9,69.6,85.5,74.5,2016-08-17T05:41,2016-08-17T19:25,0.200,0.200,0.00,10.0,5.0,14.5
2016-08-18,83.8,68.1,88.5,71.6,2016-08-18T05:42,2016-08-18T19:23,0.060,0.060,0.00,4.0,5.2,15.9
2016-08-19,83.0,68.1,87.2,72.7,2016-08-19T05:43,2016-08-19T19:22,0.060,0.060,0.00,5.0,7.1,17.2
2016-08-20,82.6,69.0,85.1,73.3,2016-08-20T05:44,2016-08-20T19:20,0.180,0.180,0.00,8.0,12.5,29.3
2016-08-21,76.4,64.2,76.3,63.6,2016-08-21T05:45,2016-08-21T19:19,0.020,0.020,0.00,3.0,12.9,27.7
2016-08-22,75.4,58.0,74.8,57.1,2016-08-22T05:46,2016-08-22T19:17,0.000,0.000,0.00,0.0,6.3,13.9
2016-08-23,79.7,57.3,82.3,56.5,2016-08-23T05:47,2016-08-23T19:16,0.000,0.000,0.00,0.0,4.7,13.0
2016-08-24,83.8,60.0,85.6,60.5,2016-08-24T05:48,2016-08-24T19:14,0.020,0.020,0.00,2.0,12.1,25.7
2016-08-25,88.3,72.4,94.0,76.1,2016-08-25T05:49,2016-08-25T19:13,0.210,0.210,0.00,7.0,11.2,29.1
2016-08-26,86.0,71.1,91.9,73.2,2016-08-26T05:50,2016-08-26T19:11,0.000,0.000,0.00,0.0,5.7,14.1
2016-08-27,88.0,68.6,94.3,69.2,2016-08-27T05:51,2016-08-27T19:10,0.000,0.000,0.00,0.0,7.3,19.7
2016-08-28,87.6,68.6,97.7,73.0,2016-08-28T05:52,2016-08-28T19:08,0.270,0.270,0.00,6.0,3.8,12.1
2016-08-29,86.0,69.3,88.8,69.4,2016-08-29T05:53,2016-08-29T19:07,0.000,0.000,0.00,0.0,7.3,19.0
2016-08-30,85.2,63.0,89.3,63.9,2016-08-30T05:54,2016-08-30T19:05,0.000,0.000,0.00,0.0,5.8,9.8
2016-08-31,81.5,68.0,85.7,67.8,2016-08-31T05:55,2016-08-31T19:03,0.120,0.120,0.00,8.0,9.0,20.6
2016-09-01,72.5,61.1,70.0,59.6,2016-09-01T05:56,2016-09-01T19:02,0.000,0.000,0.00,0.0,10.7,24.8
2016-09-02,74.9,57.7,72.1,56.9,2016-09-02T05:57,2016-09-02T19:00,0.000,0.000,0.00,0.0,11.1,24.4
2016-09-03,77.8,55.9,78.3,54.3,2016-09-03T05:58,2016-09-03T18:59,0.000,0.000,0.00,0.0,7.6,17.4
2016-09-04,79.9,56.0,82.6,54.8,2016-09-04T05:59,2016-09-04T18:57,0.000,0.000,0.00,0.0,4.9,12.8
2016-09-05,84.4,57.8,87.2,57.2,2016-09-05T06:00,2016-09-05T18:55,0.000,0.000,0.00,0.0,5.3,11.4
2016-09-06,87.7,66.7,91.2,67.2,2016-09-06T06:01,2016-09-06T18:54,0.000,0.000,0.00,1.0,9.2,20.4
2016-09-07,89.1,72.2,96.1,75.2,2016-09-07T06:02,2016-09-07T18:52,0.090,0.090,0.00,3.0,9.8,23.3
2016-09-08,84.0,72.9,88.5,76.9,2016-09-08T06:03,2016-09-08T18:50,0.130,0.130,0.00,7.0,12.7,32.9
2016-09-09,83.0,70.6,89.2,76.9,2016-09-09T06:04,2016-09-09T18:49,0.220,0.220,0.00,10.0,5.2,12.1
2016-09-10,85.3,64.2,86.2,63.6,2016-09-10T06:04,2016-09-10T18:47,0.900,0.900,0.00,14.0,16.9,40.9
2016-09-11,72.8,56.8,72.4,55.0,2016-09-11T06:05,2016-09-11T18:45,0.000,0.000,0.00,0.0,10.2,24.2
2016-09-12,77.0,54.0,78.0,52.1,2016-09-12T06:06,2016-09-12T18:44,0.000,0.000,0.00,0.0,5.6,11.9
2016-09-13,80.7,56.0,79.9,55.1,2016-09-13T06:07,2016-09-13T18:42,0.000,0.000,0.00,0.0,6.9,17.0
2016-09-14,76.1,60.5,79.5,59.4,2016-09-14T06:08,2016-09-14T18:40,0.100,0.100,0.00,5.0,9.7,20.1
2016-09-15,74.5,56.0,74.4,54.0,2016-09-15T06:09,2016-09-15T18:39,0.000,0.000,0.00,0.0,7.3,16.8
2016-09-16,82.7,55.8,85.2,53.6,2016-09-16T06:10,2016-09-16T18:37,0.020,0.020,0.00,2.0,6.9,14.1
2016-09-17,77.9,68.1,78.9,70.1,2016-09-17T06:11,2016-09-17T18:35,0.120,0.120,0.00,8.0,14.0,36.7
2016-09-18,78.4,66.3,81.5,70.3,2016-09-18T06:12,2016-09-18T18:34,0.010,0.010,0.00,3.0,6.8,14.1
2016-09-19,82.4,61.3,84.3,63.0,2016-09-19T06:13,2016-09-19T18:32,0.000,0.000,0.00,0.0,4.8,12.3
2016-09-20,85.3,58.9,87.8,58.9,2016-09-20T06:14,2016-09-20T18:30,0.000,0.000,0.00,0.0,5.4,11.4
2016-09-21,84.0,60.7,86.7,61.7,2016-09-21T06:15,2016-09-21T18:29,0.000,0.000,0.00,0.0,5.6,13.4
2016-09-22,84.8,59.3,88.1,60.1,2016-09-22T06:16,2016-09-22T18:27,0.000,0.000,0.00,0.0,5.4,12.1
2016-09-23,86.3,63.9,89.5,64.9,2016-09-23T06:17,2016-09-23T18:25,0.000,0.000,0.00,0.0,7.5,14.3
2016-09-24,74.1,58.2,74.5,54.3,2016-09-24T06:18,2016-09-24T18:24,0.000,0.000,0.00,0.0,8.4,21.0
2016-09-25,77.9,50.9,75.7,48.0,2016-09-25T06:19,2016-09-25T18:22,0.000,0.000,0.00,0.0,6.8,12.8
2016-09-26,65.9,53.9,65.8,49.4,2016-09-26T06:20,2016-09-26T18:20,0.260,0.260,0.00,7.0,10.2,23.7
2016-09-27,72.2,48.6,62.8,43.4,2016-09-27T06:21,2016-09-27T18:19,0.000,0.000,0.00,0.0,16.2,34.7
2016-09-28,61.7,52.9,60.9,47.9,2016-09-28T06:22,2016-09-28T18:17,0.690,0.690,0.00,16.0,8.7,25.9
2016-09-29,65.9,54.0,64.7,52.9,2016-09-29T06:23,2016-09-29T18:15,0.250,0.250,0.00,10.0,10.6,25.5
2016-09-30,65.2,58.3,65.5,55.2,2016-09-30T06:24,2016-09-30T18:14,0.360,0.360,0.00,11.0,15.0,28.9
2016-10-01,65.9,56.7,64.4,56.5,2016-10-01T06:25,2016-10-01T18:12,0.040,0.040,0.00,6.0,8.5,22.6
2016-10-02,66.4,54.1,64.0,52.8,2016-10-02T06:26,2016-10-02T18:10,0.050,0.050,0.00,5.0,9.0,21.7
2016-10-03,69.5,50.9,69.0,49.6,2016-10-03T06:27,2016-10-03T18:09,0.000,0.000,0.00,0.0,6.7,12.1
2016-10-04,76.4,52.7,75.8,50.6,2016-10-04T06:28,2016-10-04T18:07,0.000,0.000,0.00,0.0,8.6,19.0
2016-10-05,76.7,57.2,75.3,54.7,2016-10-05T06:29,2016-10-05T18:06,0.000,0.000,0.00,0.0,9.3,22.1
2016-10-06,78.8,57.6,79.6,56.3,2016-10-06T06:30,2016-10-06T18:04,0.000,0.000,0.00,0.0,8.6,14.5
2016-10-07,77.5,54.1,79.1,51.5,2016-10-07T06:31,2016-10-07T18:02,0.000,0.000,0.00,0.0,9.0,20.8
2016-10-08,64.1,49.1,66.8,41.7,2016-10-08T06:32,2016-10-08T18:01,0.000,0.000,0.00,0.0,11.9,26.4
2016-10-09,61.7,42.6,56.2,37.7,2016-10-09T06:33,2016-10-09T17:59,0.000,0.000,0.00,0.0,10.8,22.4
2016-10-10,63.8,38.8,59.6,34.7,2016-10-10T06:34,2016-10-10T17:58,0.000,0.000,0.00,0.0,5.3,11.2
2016-10-11,64.7,43.2,59.7,38.3,2016-10-11T06:35,2016-10-11T17:56,0.000,0.000,0.00,0.0,7.3,14.3
2016-10-12,75.5,49.7,71.1,46.0,2016-10-12T06:36,2016-10-12T17:55,0.000,0.000,0.00,0.0,12.9,25.1
2016-10-13,62.4,43.2,58.9,38.2,2016-10-13T06:37,2016-10-13T17:53,0.130,0.130,0.00,4.0,10.7,25.9
2016-10-14,61.4,37.6,56.0,32.2,2016-10-14T06:38,2016-10-14T17:52,0.000,0.000,0.00,0.0,6.8,15.2
2016-10-15,73.8,42.5,72.3,36.8,2016-10-15T06:39,2016-10-15T17:50,0.000,0.000,0.00,0.0,12.5,26.2
2016-10-16,76.4,59.8,76.0,57.8,2016-10-16T06:40,2016-10-16T17:49,0.150,0.150,0.00,6.0,13.1,30.9
2016-10-17,79.5,63.2,77.6,62.9,2016-10-17T06:42,2016-10-17T17:47,0.030,0.030,0.00,2.0,16.9,33.6
2016-10-18,78.5,66.8,77.9,62.9,2016-10-18T06:43,2016-10-18T17:46,0.050,0.050,0.00,5.0,17.9,38.7
2016-10-19,75.2,57.7,74.3,57.7,2016-10-19T06:44,2016-10-19T17:44,0.090,0.090,0.00,5.0,8.3,17.0
2016-10-20,62.8,54.2,63.0,49.9,2016-10-20T06:45,2016-10-20T17:43,1.820,1.820,0.00,22.0,12.1,28.2
2016-10-21,53.5,45.8,48.8,38.5,2016-10-21T06:46,2016-10-21T17:41,0.640,0.640,0.00,18.0,16.1,32.9
2016-10-22,49.7,40.8,40.3,32.4,2016-10-22T06:47,2016-10-22T17:40,0.000,0.000,0.00,0.0,14.6,31.5
2016-10-23,67.1,44.3,61.2,37.7,2016-10-23T06:48,2016-10-23T17:39,0.000,0.000,0.00,0.0,16.8,32.2
2016-10-24,60.9,41.6,55.7,37.0,2016-10-24T06:49,2016-10-24T17:37,0.000,0.000,0.00,0.0,12.6,28.9
2016-10-25,53.3,35.3,47.8,29.9,2016-10-25T06:50,2016-10-25T17:36,0.000,0.000,0.00,0.0,7.1,15.0
2016-10-26,49.0,37.7,41.1,31.0,2016-10-26T06:51,2016-10-26T17:35,0.060,0.060,0.00,5.0,10.5,23.7
2016-10-27,55.3,44.3,50.8,38.2,2016-10-27T06:53,2016-10-27T17:33,0.260,0.260,0.00,9.0,14.7,31.3
2016-10-28,56.4,38.8,50.9,34.5,2016-10-28T06:54,2016-10-28T17:32,0.000,0.000,0.00,0.0,10.2,18.8
2016-10-29,75.1,49.4,72.6,42.8,2016-10-29T06:55,2016-10-29T17:31,0.000,0.000,0.00,0.0,14.6,30.9
2016-10-30,65.8,46.7,64.0,40.5,2016-10-30T06:56,2016-10-30T17:29,0.170,0.170,0.00,8.0,11.5,30.2
2016-10-31,54.2,40.6,48.8,35.7,2016-10-31T06:57,2016-10-31T17:28,0.000,0.000,0.00,0.0,8.3,18.1
2016-11-01,77.4,46.4,76.3,40.2,2016-11-01T06:58,2016-11-01T17:27,0.000,0.000,0.00,0.0,12.3,25.9
2016-11-02,75.5,60.9,74.0,59.1,2016-11-02T06:59,2016-11-02T17:26,0.040,0.040,0.00,2.0,10.9,23.5
2016-11-03,66.0,49.6,64.7,45.4,2016-11-03T07:01,2016-11-03T17:25,0.050,0.050,0.00,5.0,12.5,28.6
2016-11-04,55.1,41.0,50.0,36.6,2016-11-04T07:02,2016-11-04T17:24,0.000,0.000,0.00,0.0,7.2,17.2
2016-11-05,60.7,34.2,55.5,28.8,2016-11-05T07:03,2016-11-05T17:23,0.000,0.000,0.00,0.0,6.5,15.9
2016-11-06,66.7,40.7,64.8,35.7,2016-11-06T07:04,2016-11-06T17:22,0.000,0.000,0.00,0.0,5.9,10.1
2016-11-07,68.5,41.9,63.0,35.8,2016-11-07T07:05,2016-11-07T17:21,0.000,0.000,0.00,0.0,6.3,15.2
2016-11-08,61.9,44.3,57.5,39.8,2016-11-08T07:06,2016-11-08T17:20,0.200,0.200,0.00,7.0,13.2,24.8
2016-11-09,49.8,36.9,43.9,31.4,2016-11-09T07:08,2016-11-09T17:19,0.020,0.020,0.00,3.0,14.8,30.9
2016-11-10,58.0,34.6,49.4,28.1,2016-11-10T07:09,2016-11-10T17:18,0.000,0.000,0.00,0.0,13.9,26.6
2016-11-11,52.5,37.1,44.1,28.5,2016-11-11T07:10,2016-11-11T17:17,0.000,0.000,0.00,0.0,14.6,30.6
2016-11-12,47.7,29.5,42.1,23.7,2016-11-12T07:11,2016-11-12T17:16,0.000,0.000,0.00,0.0,8.6,17.7
2016-11-13,55.0,29.8,47.4,22.0,2016-11-13T07:12,2016-11-13T17:15,0.000,0.000,0.00,0.0,7.3,17.4
2016-11-14,54.2,31.0,46.9,23.3,2016-11-14T07:13,2016-11-14T17:14,0.000,0.000,0.00,0.0,8.2,18.6
2016-11-15,57.3,32.4,50.9,26.0,2016-11-15T07:15,2016-11-15T17:13,0.000,0.000,0.00,0.0,7.4,16.8
2016-11-16,51.5,40.7,47.6,35.4,2016-11-16T07:16,2016-11-16T17:12,0.000,0.000,0.00,0.0,7.0,15.9
2016-11-17,63.9,35.0,59.1,29.5,2016-11-17T07:17,2016-11-17T17:12,0.000,0.000,0.00,0.0,10.0,19.5
2016-11-18,72.9,48.8,67.3,43.5,2016-11-18T07:18,2016-11-18T17:11,0.000,0.000,0.00,0.0,12.6,23.9
2016-11-19,61.2,31.5,54.0,20.9,2016-11-19T07:19,2016-11-19T17:10,0.300,0.220,1.40,13.0,20.6,43.4
2016-11-20,32.2,29.1,20.8,17.4,2016-11-20T07:20,2016-11-20T17:10,0.000,0.000,0.14,0.0,17.4,39.4
2016-11-21,36.2,25.5,26.4,15.3,2016-11-21T07:21,2016-11-21T17:09,0.000,0.000,0.00,0.0,12.3,28.0
2016-11-22,38.4,22.2,32.6,15.0,2016-11-22T07:22,2016-11-22T17:09,0.000,0.000,0.00,0.0,6.8,13.0
2016-11-23,40.7,28.1,33.3,20.5,2016-11-23T07:24,2016-11-23T17:08,0.060,0.060,0.00,5.0,9.0,19.0
2016-11-24,47.7,40.6,43.4,33.7,2016-11-24T07:25,2016-11-24T17:07,0.100,0.100,0.00,6.0,9.2,19.7
2016-11-25,41.1,35.9,37.1,28.9,2016-11-25T07:26,2016-11-25T17:07,0.000,0.000,0.00,0.0,7.2,15.4
2016-11-26,40.5,36.0,32.5,28.8,2016-11-26T07:27,2016-11-26T17:07,0.000,0.000,0.00,0.0,11.2,23.9
2016-11-27,45.7,31.2,38.2,24.8,2016-11-27T07:28,2016-11-27T17:06,0.000,0.000,0.00,0.0,9.2,20.8
2016-11-28,53.3,34.6,45.1,26.0,2016-11-28T07:29,2016-11-28T17:06,0.280,0.280,0.00,5.0,19.2,38.5
2016-11-29,58.9,49.3,53.9,39.6,2016-11-29T07:30,2016-11-29T17:05,0.150,0.150,0.00,5.0,19.7,39.8
2016-11-30,58.4,40.7,54.8,32.1,2016-11-30T07:31,2016-11-30T17:05,0.110,0.110,0.00,10.0,13.2,27.1
2016-12-01,39.8,35.3,31.2,25.6,2016-12-01T07:32,2016-12-01T17:05,0.000,0.000,0.00,1.0,15.9,36.0
2016-12-02,37.9,34.1,28.7,26.2,2016-12-02T07:33,2016-12-02T17:05,0.000,0.000,0.00,0.0,12.6,26.4
2016-12-03,36.9,32.4,30.1,25.1,2016-12-03T07:34,2016-12-03T17:05,0.000,0.000,0.00,0.0,8.2,16.1
2016-12-04,39.3,31.8,30.6,25.6,2016-12-04T07:35,2016-12-04T17:04,0.270,0.120,2.73,7.0,9.3,20.1
2016-12-05,38.9,30.8,33.1,23.1,2016-12-05T07:36,2016-12-05T17:04,0.000,0.000,0.00,0.0,13.7,27.7
2016-12-06,42.4,31.0,38.1,22.7,2016-12-06T07:37,2016-12-06T17:04,0.510,0.510,0.00,10.0,12.3,27.1
2016-12-07,35.6,28.0,27.1,20.0,2016-12-07T07:38,2016-12-07T17:04,0.000,0.000,0.00,0.0,11.5,21.9
2016-12-08,31.7,19.4,22.6,8.1,2016-12-08T07:38,2016-12-08T17:04,0.000,0.000,0.00,0.0,15.3,31.8
2016-12-09,26.4,19.6,17.5,8.7,2016-12-09T07:39,2016-12-09T17:04,0.000,0.000,0.21,0.0,12.3,28.4
2016-12-10,25.4,20.7,17.6,11.4,2016-12-10T07:40,2016-12-10T17:04,0.000,0.000,0.07,0.0,9.1,20.6
2016-12-11,35.3,23.6,26.9,15.6,2016-12-11T07:41,2016-12-11T17:05,0.330,0.020,5.60,20.0,11.5,24.4
2016-12-12,36.8,25.8,30.0,17.3,2016-12-12T07:42,2016-12-12T17:05,0.150,0.100,0.84,5.0,13.4,27.7
2016-12-13,31.0,24.3,24.4,14.4,2016-12-13T07:42,2016-12-13T17:05,0.120,0.000,2.24,10.0,10.1,22.4
2016-12-14,22.6,10.5,12.4,1.9,2016-12-14T07:43,2016-12-14T17:05,0.000,0.000,0.00,0.0,14.8,29.3
2016-12-15,12.2,0.8,-0.8,-8.7,2016-12-15T07:44,2016-12-15T17:05,0.000,0.000,0.00,0.0,15.3,30.2
2016-12-16,21.5,0.3,10.8,-9.4,2016-12-16T07:45,2016-12-16T17:06,0.000,0.000,0.21,1.0,10.3,19.7
2016-12-17,45.7,22.7,40.7,12.1,2016-12-17T07:45,2016-12-17T17:06,0.880,0.810,1.19,24.0,11.9,49.2
2016-12-18,32.8,18.4,25.7,10.1,2016-12-18T07:46,2016-12-18T17:07,0.280,0.280,0.14,7.0,11.7,47.2
2016-12-19,22.2,12.4,14.2,4.6,2016-12-19T07:46,2016-12-19T17:07,0.000,0.000,0.00,0.0,6.2,12.8
2016-12-20,34.1,13.1,23.5,4.6,2016-12-20T07:47,2016-12-20T17:07,0.000,0.000,0.00,0.0,12.3,26.6
2016-12-21,36.3,23.5,28.3,14.2,2016-12-21T07:47,2016-12-21T17:08,0.000,0.000,0.00,0.0,10.8,21.5
2016-12-22,37.2,30.8,29.2,23.6,2016-12-22T07:48,2016-12-22T17:08,0.000,0.000,0.00,0.0,13.5,28.4
2016-12-23,37.7,28.1,28.9,20.6,2016-12-23T07:48,2016-12-23T17:09,0.030,0.030,0.00,3.0,10.6,21.0
2016-12-24,40.9,36.0,34.8,29.0,2016-12-24T07:49,2016-12-24T17:10,0.120,0.120,0.00,8.0,13.6,26.6
2016-12-25,39.8,34.0,33.1,27.2,2016-12-25T07:49,2016-12-25T17:10,0.000,0.000,0.00,0.0,9.0,18.1
2016-12-26,63.8,38.4,58.3,31.2,2016-12-26T07:49,2016-12-26T17:11,0.240,0.240,0.00,6.0,18.6,47.0
2016-12-27,52.8,31.3,45.5,21.9,2016-12-27T07:50,2016-12-27T17:12,0.120,0.120,0.00,3.0,15.4,46.5
2016-12-28,39.2,28.1,30.8,20.9,2016-12-28T07:50,2016-12-28T17:12,0.020,0.020,0.00,1.0,10.3,19.9
2016-12-29,39.6,31.0,28.9,20.8,2016-12-29T07:50,2016-12-29T17:13,0.080,0.040,0.91,6.0,17.7,37.8
2016-12-30,31.6,28.6,20.5,17.6,2016-12-30T07:50,2016-12-30T17:14,0.040,0.000,0.98,6.0,16.7,37.4
2016-12-31,41.2,28.5,30.5,18.5,2016-12-31T07:51,2016-12-31T17:14,0.090,0.090,0.00,10.0,18.3,37.4
2017-01-01,42.6,26.8,36.2,20.2,2017-01-01T07:51,2017-01-01T17:15,0.000,0.000,0.00,0.0,7.7,20.8
2017-01-02,50.2,35.2,46.2,27.8,2017-01-02T07:51,2017-01-02T17:16,0.010,0.010,0.00,2.0,8.4,14.8
2017-01-03,51.5,43.3,49.0,37.2,2017-01-03T07:51,2017-01-03T17:17,0.560,0.560,0.00,18.0,9.6,20.4
2017-01-04,42.3,17.7,35.1,5.8,2017-01-04T07:51,2017-01-04T17:18,0.040,0.030,0.14,4.0,17.9,37.8
2017-01-05,19.1,11.3,8.8,1.3,2017-01-05T07:51,2017-01-05T17:19,0.050,0.000,1.26,6.0,11.9,25.5
2017-01-06,12.2,4.0,2.8,-4.7,2017-01-06T07:51,2017-01-06T17:20,0.000,0.000,0.00,0.0,8.2,18.8
2017-01-07,12.7,2.6,2.3,-6.2,2017-01-07T07:50,2017-01-07T17:21,0.000,0.000,0.00,0.0,11.2,23.5
2017-01-08,15.8,6.5,6.0,-4.6,2017-01-08T07:50,2017-01-08T17:22,0.000,0.000,0.00,0.0,12.0,28.0
2017-01-09,29.0,11.9,18.5,2.0,2017-01-09T07:50,2017-01-09T17:23,0.000,0.000,0.00,0.0,11.7,27.3
2017-01-10,49.8,29.5,38.2,19.0,2017-01-10T07:50,2017-01-10T17:24,0.430,0.400,0.77,18.0,24.4,61.7
2017-01-11,57.7,32.2,50.6,25.1,2017-01-11T07:50,2017-01-11T17:25,0.410,0.410,0.00,9.0,19.9,53.2
2017-01-12,62.5,35.1,58.0,28.1,2017-01-12T07:49,2017-01-12T17:26,1.190,1.190,0.00,18.0,19.9,52.1
2017-01-13,33.6,27.1,27.0,18.4,2017-01-13T07:49,2017-01-13T17:27,0.000,0.000,0.00,0.0,8.0,18.3
2017-01-14,31.5,26.8,25.4,18.3,2017-01-14T07:49,2017-01-14T17:28,0.040,0.040,0.00,5.0,7.5,14.8
2017-01-15,35.4,24.5,30.1,18.3,2017-01-15T07:48,2017-01-15T17:29,0.000,0.000,0.00,0.0,5.4,10.5
2017-01-16,39.7,28.1,34.3,21.3,2017-01-16T07:48,2017-01-16T17:30,0.170,0.170,0.00,9.0,7.4,17.4
2017-01-17,58.7,40.3,53.8,34.3,2017-01-17T07:47,2017-01-17T17:31,0.360,0.360,0.00,12.0,14.1,31.5
2017-01-18,45.2,36.2,39.2,28.5,2017-01-18T07:47,2017-01-18T17:33,0.020,0.020,0.00,3.0,10.9,22.4
2017-01-19,42.9,36.5,37.5,30.5,2017-01-19T07:46,2017-01-19T17:34,0.000,0.000,0.00,0.0,7.2,13.9
2017-01-20,56.4,35.8,53.4,28.9,2017-01-20T07:46,2017-01-20T17:35,0.410,0.410,0.00,8.0,14.1,27.3
2017-01-21,60.8,46.1,57.7,41.7,2017-01-21T07:45,2017-01-21T17:36,0.090,0.090,0.00,3.0,10.4,22.6
2017-01-22,62.6,47.2,58.5,44.9,2017-01-22T07:44,2017-01-22T17:37,0.040,0.040,0.00,5.0,10.1,20.4
2017-01-23,51.5,39.8,47.0,35.2,2017-01-23T07:44,2017-01-23T17:38,0.570,0.570,0.00,21.0,11.4,23.5
2017-01-24,39.9,38.0,35.4,31.5,2017-01-24T07:43,2017-01-24T17:40,0.180,0.180,0.14,7.0,10.8,22.1
2017-01-25,49.7,34.8,44.3,28.1,2017-01-25T07:42,2017-01-25T17:41,0.140,0.140,0.00,8.0,12.8,33.8
2017-01-26,40.5,30.9,32.1,21.1,2017-01-26T07:42,2017-01-26T17:42,0.040,0.020,0.56,6.0,21.4,42.7
2017-01-27,30.6,28.1,20.9,17.6,2017-01-27T07:41,2017-01-27T17:43,0.020,0.000,1.12,4.0,15.5,32.0
2017-01-28,29.4,25.0,20.3,14.3,2017-01-28T07:40,2017-01-28T17:44,0.000,0.000,0.35,1.0,14.6,30.9
2017-01-29,28.6,24.8,20.0,15.7,2017-01-29T07:39,2017-01-29T17:46,0.000,0.000,0.21,0.0,9.2,19.5
2017-01-30,27.2,20.0,18.0,10.1,2017-01-30T07:38,2017-01-30T17:47,0.010,0.000,0.35,1.0,10.4,24.8
2017-01-31,37.9,26.0,28.3,15.5,2017-01-31T07:37,2017-01-31T17:48,0.160,0.110,0.98,15.0,17.0,39.6
2017-02-01,38.4,32.6,29.6,24.3,2017-02-01T07:36,2017-02-01T17:49,0.000,0.000,0.21,0.0,11.4,23.3
2017-02-02,32.8,21.2,24.1,11.6,2017-02-02T07:35,2017-02-02T17:50,0.000,0.000,0.07,0.0,11.9,26.4
2017-02-03,26.2,16.5,13.4,6.6,2017-02-03T07:34,2017-02-03T17:52,0.000,0.000,0.00,0.0,15.0,31.8
